"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
8.74706541411433e-77,-1.32912662076551,0.076,0.179,1.67856185296854e-72,"PLEC"
1.6059471844772e-76,0.303074664555166,0.937,0.893,3.08181264701174e-72,"NDUFA3"
1.64522415502227e-76,0.449938702178967,0.775,0.662,3.15718515348774e-72,"YIF1A"
2.90239942693624e-76,-0.689139718621409,0.428,0.549,5.56970450029064e-72,"ITM2C"
3.84256220308027e-76,-0.604431332418474,0.438,0.563,7.37387686771104e-72,"AKR1B1"
4.00496457172708e-76,0.309682179404332,0.958,0.921,7.68552701314427e-72,"SEC61G"
1.25200162149186e-75,-0.296547658471255,0.909,0.933,2.40259111164288e-71,"ATP5A1"
1.26500748368456e-75,0.523507145064255,0.684,0.56,2.42754936119066e-71,"EMG1"
1.33657303263939e-75,-1.02797476020906,0.174,0.298,2.564883649635e-71,"TMEM51"
2.41244417595982e-75,0.443410881785862,0.762,0.644,4.6294803736669e-71,"CDV3"
3.03629952021624e-75,-0.752937998420997,0.303,0.437,5.82665877929496e-71,"MARCKS"
7.38393457856765e-75,0.299246136183436,0.947,0.907,1.41697704562713e-70,"FKBP2"
1.95418217261239e-74,-0.393565494827448,0.786,0.84,3.75007558924317e-70,"EIF3D"
4.55001275067182e-74,0.346437758124569,0.915,0.862,8.73147446853922e-70,"FAM136A"
8.43287027949175e-74,0.500829311296717,0.734,0.607,1.61826780663447e-69,"MARCKSL1"
1.10555705518587e-73,0.30569806787021,0.971,0.945,2.12156398890169e-69,"NPW"
2.42658173216316e-73,-0.740434255809456,0.344,0.469,4.65661034402111e-69,"HS6ST1"
